1,1,4,3,3,2,70,88
2,1,4,3,3,3,70,88
3,1,4,3,3,3,70,88
4,1,4,3,3,3,66,84
1,2,3,2,3,2,74,92
2,2,4,3,1,3,74,92
3,2,4,3,1,3,74,92
4,2,4,3,3,3,70,88
1,3,3,2,3,2,78,96
2,3,3,2,1,2,78,96
3,3,3,2,1,2,78,96
4,3,3,2,3,2,74,92
1,4,3,2,3,2,82,100
2,4,3,2,1,2,82,100
3,4,3,2,1,2,80,98
4,4,3,2,3,2,78,96
1,5,3,2,3,2,86,104
2,5,3,2,1,2,86,104
3,5,3,2,1,2,82,100
4,5,3,2,3,2,82,100
1,6,3,2,2,2,90,108
2,6,3,2,1,2,90,108
3,6,3,2,1,2,86,104
4,6,3,2,2,2,86,104
1,7,3,2,2,2,94,112
2,7,3,2,1,2,94,112
3,7,3,2,1,2,90,108
4,7,3,2,2,2,90,108
1,8,3,2,2,2,98,116
2,8,3,2,1,2,98,116
3,8,3,2,1,2,94,112
4,8,3,2,2,2,94,112
1,9,3,2,2,2,102,120
2,9,3,2,1,2,102,120
3,9,3,2,1,2,98,116
4,9,3,2,2,2,98,116
1,10,3,2,2,2,106,124
2,10,3,2,1,2,106,124
3,10,3,2,1,2,102,120
4,10,3,2,2,2,102,120
