1,1,4,3,3,3,46,64
2,1,4,3,3,3,46,64
3,1,4,3,3,3,42,60
4,1,4,3,3,3,42,60
1,2,4,3,3,3,50,68
2,2,4,3,1,3,50,68
3,2,4,3,1,3,46,64
4,2,4,3,3,3,46,64
1,3,3,3,3,3,54,72
2,3,3,3,1,3,54,72
3,3,3,3,1,3,50,68
4,3,3,3,3,3,50,68
1,4,3,3,3,3,58,76
2,4,3,3,1,3,58,76
3,4,3,3,1,3,54,72
4,4,3,3,3,3,54,72
1,5,3,3,3,3,62,80
2,5,3,3,1,3,62,80
3,5,3,3,1,3,58,76
4,5,3,3,3,3,58,76
1,6,3,3,2,3,66,84
2,6,3,3,1,3,66,84
3,6,3,3,1,3,62,80
4,6,3,3,2,3,62,80
1,7,3,3,2,3,70,88
2,7,3,3,1,3,70,88
3,7,3,3,1,3,66,84
4,7,3,3,2,3,66,84
1,8,3,3,2,3,74,92
2,8,3,3,1,3,74,92
3,8,3,3,1,3,70,88
4,8,3,3,2,3,70,88
1,9,3,3,2,3,78,96
2,9,3,3,1,3,78,96
3,9,3,3,1,3,74,92
4,9,3,3,2,3,74,92
1,10,3,3,2,2,82,100
2,10,3,3,1,2,82,100
3,10,3,3,1,2,78,96
4,10,3,3,2,3,78,96
