1,1,1,1,1,1,0,0
2,1,1,1,1,1,0,0
3,1,1,1,1,1,0,0
4,1,1,1,1,1,0,0
1,2,1,1,1,1,0,0
2,2,1,1,1,1,0,0
3,2,1,1,1,1,0,0
4,2,1,1,1,1,0,0
1,3,1,1,1,1,0,0
2,3,1,1,1,1,0,0
3,3,1,1,1,1,0,0
4,3,1,1,1,1,0,0
1,4,2,2,1,2,0,0
2,4,2,2,1,2,0,0
3,4,2,2,1,2,0,0
4,4,2,2,1,2,0,0
1,5,2,2,1,2,0,0
2,5,2,2,1,2,0,0
3,5,2,2,1,2,0,0
4,5,2,2,1,2,0,0
1,6,2,2,2,2,0,0
2,6,2,2,1,2,0,0
3,6,2,2,1,2,0,0
4,6,2,2,1,2,0,0
1,7,3,3,2,2,0,0
2,7,3,4,1,2,0,0
3,7,2,2,1,2,0,0
4,7,2,2,1,2,0,0
1,8,3,3,3,3,0,0
2,8,3,4,1,3,0,0
3,8,2,3,1,2,0,0
4,8,2,2,1,2,0,0
1,9,3,3,3,3,0,3
2,9,3,4,1,3,0,3
3,9,2,3,1,2,0,3
4,9,2,2,1,2,0,3
1,10,3,3,2,3,0,6
2,10,3,4,1,3,0,6
3,10,2,2,1,2,0,6
4,10,2,2,1,2,0,6
