1,1,3,2,3,2,76,88
2,1,3,2,3,2,76,88
3,1,4,3,3,3,76,88
4,1,4,3,3,3,72,84
1,2,3,2,3,2,80,92
2,2,3,2,1,2,80,92
3,2,3,2,1,2,80,92
4,2,3,2,3,2,76,88
1,3,3,2,3,2,84,96
2,3,3,2,1,2,84,96
3,3,3,2,1,2,84,96
4,3,3,2,3,2,80,92
1,4,3,2,3,2,88,100
2,4,3,2,1,2,88,100
3,4,3,2,1,2,86,98
4,4,3,2,3,2,84,96
1,5,3,2,3,2,92,104
2,5,3,2,1,2,92,104
3,5,3,2,1,2,88,100
4,5,3,2,3,2,88,100
1,6,3,2,2,2,96,108
2,6,3,2,1,2,96,108
3,6,3,2,1,2,92,104
4,6,3,2,2,2,92,104
1,7,3,2,2,2,100,112
2,7,3,2,1,2,100,112
3,7,3,2,1,2,96,108
4,7,3,2,2,2,96,108
1,8,3,2,2,2,104,116
2,8,3,2,1,2,104,116
3,8,3,2,1,2,100,112
4,8,3,2,2,2,100,112
1,9,3,2,2,2,108,120
2,9,3,2,1,2,108,120
3,9,3,2,1,2,104,116
4,9,3,2,2,2,104,116
1,10,3,2,2,2,112,124
2,10,3,2,1,2,112,124
3,10,3,2,1,2,108,120
4,10,3,2,2,2,108,120
