1,1,4,4,3,3,18,36
2,1,4,4,4,3,18,36
3,1,4,3,4,3,15,33
4,1,3,3,3,2,15,33
1,2,4,4,3,3,21,39
2,2,4,4,1,3,21,39
3,2,4,3,1,3,18,36
4,2,3,3,2,2,18,36
1,3,4,4,3,3,24,42
2,3,4,4,1,3,24,42
3,3,4,4,1,3,21,39
4,3,3,3,2,2,21,39
1,4,4,3,3,3,27,45
2,4,4,3,1,3,27,45
3,4,4,3,1,3,24,42
4,4,3,3,3,2,24,42
1,5,3,3,3,3,30,48
2,5,3,3,1,3,30,48
3,5,3,3,1,3,27,45
4,5,3,3,3,2,27,45
1,6,3,3,3,3,33,51
2,6,3,3,1,3,33,51
3,6,3,3,1,3,30,48
4,6,3,3,3,2,30,48
1,7,3,3,3,3,36,54
2,7,3,3,1,3,36,54
3,7,3,3,1,3,34,52
4,7,3,2,3,2,34,52
1,8,3,3,3,3,39,57
2,8,3,3,1,3,39,57
3,8,3,3,1,3,37,55
4,8,2,2,3,2,37,55
1,9,3,3,3,3,42,60
2,9,3,3,1,3,42,60
3,9,3,3,1,3,39,57
4,9,2,2,3,2,39,57
1,10,3,3,3,3,45,63
2,10,3,3,1,3,45,63
3,10,3,3,1,3,42,60
4,10,2,2,3,2,42,60
