1,1,4,4,3,3,24,36
2,1,4,4,4,3,24,36
3,1,4,4,4,3,21,33
4,1,3,3,3,3,21,33
1,2,4,4,3,3,27,39
2,2,4,4,1,3,27,39
3,2,4,4,1,3,24,36
4,2,3,3,2,3,24,36
1,3,4,3,3,3,30,42
2,3,4,3,1,3,30,42
3,3,4,3,1,3,27,39
4,3,3,3,2,3,27,39
1,4,3,3,3,3,33,45
2,4,3,3,1,3,33,45
3,4,3,3,1,3,30,42
4,4,3,3,3,2,30,42
1,5,3,3,3,3,36,48
2,5,3,3,1,3,36,48
3,5,3,3,1,3,33,45
4,5,3,2,3,2,33,45
1,6,3,3,3,3,39,51
2,6,3,3,1,3,39,51
3,6,3,3,1,2,36,48
4,6,3,2,3,2,36,48
1,7,3,3,3,3,42,54
2,7,3,3,1,3,42,54
3,7,3,3,1,2,40,52
4,7,3,3,3,2,40,52
1,8,3,3,3,3,45,57
2,8,3,3,1,3,45,57
3,8,3,3,1,2,43,55
4,8,3,3,3,2,43,55
1,9,3,3,3,3,48,60
2,9,3,3,1,3,48,60
3,9,3,3,1,2,45,57
4,9,3,3,3,2,45,57
1,10,3,3,3,3,51,63
2,10,3,3,1,3,51,63
3,10,3,3,1,2,48,60
4,10,3,3,3,2,48,60
