1,1,4,4,4,3,6,12
2,1,4,4,4,3,6,12
3,1,4,4,4,3,6,12
4,1,3,3,3,3,6,12
1,2,4,4,3,3,15,21
2,2,4,4,1,3,15,21
3,2,4,4,1,3,15,21
4,2,3,3,3,3,15,21
1,3,4,4,4,3,18,24
2,3,4,4,1,3,18,24
3,3,4,4,1,3,18,24
4,3,3,3,3,3,18,24
1,4,4,4,3,3,21,27
2,4,4,4,1,3,21,27
3,4,4,4,1,3,21,27
4,4,3,3,3,2,21,27
1,5,4,4,3,3,24,30
2,5,4,4,1,3,24,30
3,5,4,3,1,3,24,30
4,5,3,3,3,2,24,30
1,6,4,4,3,3,27,33
2,6,4,4,1,3,27,33
3,6,4,3,1,2,27,33
4,6,3,3,3,2,27,33
1,7,3,3,3,3,30,36
2,7,3,3,1,3,30,36
3,7,3,3,1,2,30,36
4,7,3,3,3,2,30,36
1,8,3,3,3,3,34,40
2,8,3,3,1,3,34,40
3,8,3,3,1,2,34,40
4,8,3,3,3,2,34,40
1,9,3,3,3,3,38,44
2,9,3,3,1,3,38,44
3,9,3,3,1,2,38,44
4,9,3,3,2,2,38,44
1,10,3,3,3,3,42,48
2,10,3,3,1,3,42,48
3,10,3,3,1,2,42,48
4,10,3,3,2,2,42,48
