1,1,4,3,3,3,36
2,1,4,3,3,3,36
3,1,4,3,3,3,33
4,1,4,3,3,3,33
1,2,4,3,3,3,39
2,2,4,3,1,3,39
3,2,4,3,1,3,36
4,2,4,3,3,3,36
1,3,3,3,3,3,42
2,3,3,3,1,3,42
3,3,3,3,1,3,39
4,3,3,3,3,3,39
1,4,3,3,3,3,45
2,4,3,3,1,3,45
3,4,3,3,1,3,42
4,4,3,3,3,3,42
1,5,3,3,3,3,48
2,5,3,3,1,3,48
3,5,3,3,1,3,45
4,5,3,3,3,3,45
1,6,3,3,3,3,51
2,6,3,3,1,3,51
3,6,3,3,1,3,48
4,6,3,3,3,3,48
1,7,3,3,3,3,54
2,7,3,3,1,3,54
3,7,3,3,1,3,52
4,7,3,3,3,3,52
1,8,3,3,3,3,57
2,8,3,3,1,3,57
3,8,3,3,1,3,55
4,8,3,3,3,3,55
1,9,3,3,3,3,60
2,9,3,3,1,3,60
3,9,3,3,1,3,57
4,9,3,3,3,3,57
1,10,3,3,3,2,63
2,10,3,3,1,2,63
3,10,3,3,1,2,60
4,10,3,3,3,3,60
