1,1,3,3,3,3,58,64
2,1,4,3,3,3,58,64
3,1,4,3,3,3,54,60
4,1,4,3,3,3,54,60
1,2,3,3,3,3,62,68
2,2,4,3,1,3,62,68
3,2,4,3,1,3,58,64
4,2,4,3,3,3,58,64
1,3,3,3,3,2,66,72
2,3,4,3,1,3,66,72
3,3,4,3,1,3,62,68
4,3,4,3,3,3,62,68
1,4,3,2,3,2,70,76
2,4,4,3,1,2,70,76
3,4,4,3,1,2,66,72
4,4,4,3,3,2,66,72
1,5,3,2,3,2,74,80
2,5,3,2,1,2,74,80
3,5,3,2,1,2,70,76
4,5,3,2,3,2,70,76
1,6,3,2,2,2,78,84
2,6,3,2,1,2,78,84
3,6,3,2,1,2,74,80
4,6,3,2,2,2,74,80
1,7,3,2,2,2,82,88
2,7,3,2,1,2,82,88
3,7,3,2,1,2,78,84
4,7,3,2,2,2,78,84
1,8,3,2,2,2,86,92
2,8,3,2,1,2,86,92
3,8,3,2,1,2,82,88
4,8,3,2,2,2,82,88
1,9,3,2,2,2,90,96
2,9,3,2,1,2,90,96
3,9,3,2,1,2,86,92
4,9,3,2,2,2,86,92
1,10,3,2,2,2,94,100
2,10,3,2,1,2,94,100
3,10,3,2,1,2,90,96
4,10,3,2,2,2,90,96
