1,1,4,4,4,3,3,12
2,1,4,4,4,3,3,12
3,1,3,3,4,3,3,12
4,1,3,3,3,2,3,12
1,2,4,4,3,3,9,21
2,2,4,4,1,3,9,21
3,2,3,3,1,3,9,21
4,2,3,3,3,2,9,21
1,3,4,4,4,3,12,24
2,3,4,4,1,3,12,24
3,3,3,3,1,3,12,24
4,3,3,3,3,2,12,24
1,4,4,4,3,3,15,27
2,4,4,4,1,3,15,27
3,4,3,3,1,3,15,27
4,4,3,3,3,2,15,27
1,5,4,4,3,3,18,30
2,5,4,4,1,3,18,30
3,5,3,3,1,3,18,30
4,5,3,3,3,2,18,30
1,6,4,4,3,3,21,33
2,6,4,4,1,3,21,33
3,6,3,3,1,3,21,33
4,6,3,3,3,2,21,33
1,7,4,4,3,3,24,36
2,7,4,4,1,3,24,36
3,7,3,3,1,3,24,36
4,7,3,3,3,2,24,36
1,8,4,4,3,3,28,40
2,8,4,4,1,3,28,40
3,8,3,4,1,3,28,40
4,8,3,3,3,2,28,40
1,9,3,3,3,3,32,44
2,9,3,3,1,3,32,44
3,9,3,3,1,3,32,44
4,9,3,3,2,2,32,44
1,10,3,3,3,3,36,48
2,10,3,3,1,3,36,48
3,10,3,3,1,3,36,48
4,10,3,3,2,2,36,48
